Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal;BCIConfidence;InputNumber
Rest;2021-01-29 15:04:01.5543;13489;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7392;23
InputWindowChange;2021-01-29 15:04:12.0414;14217;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Open;15;-18.7639;0.0000;Running;2.9922;9;0.2500;1;0.2500;0;0.2500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
MotorImagery;2021-01-29 15:04:12.3945;14242;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7652;24
InputWindowChange;2021-01-29 15:04:12.3955;14242;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;15;-22.3937;0.0000;Running;2.9922;9;0.2500;1;0.2500;0;0.2500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-29 15:04:12.3965;14242;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;15;-22.3937;0.0000;Running;2.9922;8;0.3000;1;0.2500;0;0.2500;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput;NULL;NULL
Rest;2021-01-29 15:04:13.3333;14308;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6725;24
MotorImagery;2021-01-29 15:04:18.5361;14671;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7502;25
Rest;2021-01-29 15:04:19.1579;14714;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7282;25
InputWindowChange;2021-01-29 15:04:23.0894;14984;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Open;16;-22.3937;0.0000;Running;2.0842;8;0.3000;1;0.2500;0;0.2500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-01-29 15:04:27.0900;15266;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;16;-22.3764;0.0000;Running;2.0842;8;0.3000;1;0.2500;0;0.2500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-29 15:04:27.0950;15266;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;16;-22.3764;0.0000;Running;2.0842;8;0.3000;1;0.2500;0;0.3000;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL
InputWindowChange;2021-01-29 15:04:37.8975;16004;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Open;17;-22.3764;0.0000;Running;1.7518;8;0.3000;1;0.2500;0;0.3000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
MotorImagery;2021-01-29 15:04:39.1309;16087;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7672;26
Rest;2021-01-29 15:04:39.1987;16091;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7469;26
InputWindowChange;2021-01-29 15:04:39.6321;16120;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;17;-24.6161;0.0000;Running;1.7518;8;0.3000;1;0.2500;0;0.3000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-29 15:04:39.6331;16120;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;17;-24.6161;0.0000;Running;1.7518;8;0.3000;0;0.3000;0;0.3000;0;0.0000;0;0.0000;0;0.0000;FabInput;FabInput;NULL;NULL
InputWindowChange;2021-01-29 15:04:49.9142;16834;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Open;18;-24.6161;0.0000;Running;1.1724;8;0.3000;0;0.3000;0;0.3000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-01-29 15:04:53.9004;17075;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;18;-24.6127;0.0000;Running;1.1724;8;0.3000;0;0.3000;0;0.3000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-29 15:04:53.9034;17075;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;18;-24.6127;0.0000;Running;1.1724;8;0.3000;0;0.3000;0;0.3500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL
InputWindowChange;2021-01-29 15:05:04.2912;17763;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Open;19;-24.6127;0.0000;Running;1.9177;8;0.3000;0;0.3000;0;0.3500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
MotorImagery;2021-01-29 15:05:04.3720;17768;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7731;27
InputWindowChange;2021-01-29 15:05:04.3730;17768;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;19;-28.5156;0.0000;Running;1.9177;8;0.3000;0;0.3000;0;0.3500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-29 15:05:04.3760;17768;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;19;-28.5156;0.0000;Running;1.9177;7;0.3500;0;0.3000;0;0.3500;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput;NULL;NULL
Rest;2021-01-29 15:05:04.5335;17778;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7489;27
MotorImagery;2021-01-29 15:05:04.6233;17786;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7803;28
Rest;2021-01-29 15:05:04.9115;17806;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7340;28
GameStopped;2021-01-29 15:05:12.0596;18283;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;20;0.0000;0.0000;Stopped;1.9177;7;0.3500;0;0.3000;0;0.3500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
