Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal
BCIStateUpdated;2021-01-28 11:30:18.3412;2560;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 11:30:24.5515;2690;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 11:30:29.6527;2755;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Open;7;0.0000;0.0000;Running;3.8974;14;0.0000;3;0.1500;0;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
BCIStateUpdated;2021-01-28 11:30:30.7465;2820;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 11:30:36.9475;2950;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 11:30:42.0434;3015;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;7;0.0151;0.0000;Running;3.8974;14;0.0000;3;0.1500;0;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 11:30:42.0464;3015;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;7;0.0151;0.0000;Running;3.8974;14;0.0000;3;0.1500;0;0.2500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput
BCIStateUpdated;2021-01-28 11:30:43.1427;3080;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 11:30:47.7112;3114;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Open;8;0.0000;0.0000;Running;2.9829;14;0.0000;3;0.1500;0;0.2500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
BCIStateUpdated;2021-01-28 11:30:49.3280;3210;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 11:30:55.5277;3341;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 11:31:00.0900;3374;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;8;0.0088;0.0000;Running;2.9829;14;0.0000;3;0.1500;0;0.2500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 11:31:00.0970;3374;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;8;0.0088;0.0000;Running;2.9829;14;0.0000;3;0.1500;0;0.3000;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput
BCIStateUpdated;2021-01-28 11:31:01.7303;3471;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 11:31:02.0794;3492;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Open;9;0.0000;0.0000;Running;4.5907;14;0.0000;3;0.1500;0;0.3000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
BCIStateUpdated;2021-01-28 11:31:07.9247;3601;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 11:31:14.1226;3731;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 11:31:14.4606;3751;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;9;0.0091;0.0000;Running;4.5907;14;0.0000;3;0.1500;0;0.3000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 11:31:14.4656;3751;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;9;0.0091;0.0000;Running;4.5907;14;0.0000;3;0.1500;0;0.3500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput
InputWindowChange;2021-01-28 11:31:20.1401;3851;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Open;10;0.0000;0.0000;Running;3.6988;14;0.0000;3;0.1500;0;0.3500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
BCIStateUpdated;2021-01-28 11:31:20.3072;3861;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 11:31:26.5225;3991;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 11:31:31.2225;4033;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;10;-1.2958;0.0000;Running;3.6988;14;0.0000;3;0.1500;0;0.3500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 11:31:31.2225;4033;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;10;-1.2958;0.0000;Running;3.6988;14;0.0000;2;0.2000;0;0.3500;0;0.0000;0;0.0000;0;0.0000;FabInput;FabInput
BCIStateUpdated;2021-01-28 11:31:32.7115;4121;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 11:31:38.2414;4210;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Open;11;0.0000;0.0000;Running;3.8524;14;0.0000;2;0.2000;0;0.3500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
BCIStateUpdated;2021-01-28 11:31:38.9313;4251;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 11:31:45.1192;4381;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 11:31:50.6210;4470;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;11;0.0166;0.0000;Running;3.8524;14;0.0000;2;0.2000;0;0.3500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 11:31:50.6260;4470;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;11;0.0166;0.0000;Running;3.8524;14;0.0000;2;0.2000;0;0.4000;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput
BCIStateUpdated;2021-01-28 11:31:51.3109;4511;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 11:31:56.2945;4569;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Open;12;0.0000;0.0000;Running;3.9350;14;0.0000;2;0.2000;0;0.4000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
BCIStateUpdated;2021-01-28 11:31:57.5179;4642;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 11:32:03.7151;4772;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 11:32:03.9216;4784;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;12;-1.0567;0.0000;Running;3.9350;14;0.0000;2;0.2000;0;0.4000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 11:32:03.9246;4784;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;12;-1.0567;0.0000;Running;3.9350;14;0.0000;1;0.2500;0;0.4000;0;0.0000;0;0.0000;0;0.0000;FabInput;FabInput
BCIStateUpdated;2021-01-28 11:32:09.9071;4902;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 11:32:14.4298;4933;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Open;13;0.0000;0.0000;Running;1.1310;14;0.0000;1;0.2500;0;0.4000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
BCIStateUpdated;2021-01-28 11:32:16.0930;5032;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 11:32:22.2930;5162;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 11:32:26.8115;5193;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;13;0.0152;0.0000;Running;1.1310;14;0.0000;1;0.2500;0;0.4000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 11:32:26.8125;5193;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;13;0.0152;0.0000;Running;1.1310;14;0.0000;1;0.2500;0;0.4500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput
BCIStateUpdated;2021-01-28 11:32:28.4818;5292;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 11:32:28.8054;5311;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Open;14;0.0000;0.0000;Running;4.1876;14;0.0000;1;0.2500;0;0.4500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
BCIStateUpdated;2021-01-28 11:32:34.6896;5423;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 11:32:40.8881;5554;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 11:32:41.1743;5571;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;14;0.0099;0.0000;Running;4.1876;14;0.0000;1;0.2500;0;0.4500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 11:32:41.1783;5571;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;14;0.0099;0.0000;Running;4.1876;14;0.0000;1;0.2500;0;0.5000;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput
InputWindowChange;2021-01-28 11:32:46.8643;5671;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Open;15;0.0000;0.0000;Running;2.3987;14;0.0000;1;0.2500;0;0.5000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
BCIStateUpdated;2021-01-28 11:32:47.0825;5684;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 11:32:52.9622;5795;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;15;-2.5856;0.0000;Running;2.3987;14;0.0000;1;0.2500;0;0.5000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 11:32:52.9622;5795;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;15;-2.5856;0.0000;Running;2.3987;14;0.0000;0;0.3000;0;0.5000;0;0.0000;0;0.0000;0;0.0000;FabInput;FabInput
BCIStateUpdated;2021-01-28 11:32:53.2823;5814;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 11:32:59.4777;5944;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 11:33:04.9442;6030;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Open;16;0.0000;0.0000;Running;4.3864;14;0.0000;0;0.3000;0;0.5000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
BCIStateUpdated;2021-01-28 11:33:05.6875;6074;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
